artista,genero_musical,tipo,nombre,año_lanzamiento,id
Don Chezina,reggaeton,cancion,Sueno Electronico,2013,17lqCbUUI90Q5NAt5vB9Ry
Marielle,reggaeton,cancion,Make It Burn - Radio Edit,2013,09mXJY1c2tDMWs6OhsGLoi
Anonimus,reggaeton,cancion,Me Pongo Pa Ella,2013,0UpQjWRRZid9xkuE86b7IN
Anonimus,reggaeton,cancion,Calentura,2013,2w3uATLlRutA5Zqt3ZqcKv
Elias Diaz,reggaeton,cancion,La Noche Esta Perfecta - Original Mix,2013,388tRHHnHXD3tsVOnBgYEE
Allen Spyda,reggaeton,cancion,We The Real,2013,1HtifV6hyd8O21x1eHDVh0
Anonimus,reggaeton,cancion,La Disco Esta Encendia,2013,32KL0KAsjP09e9XBFnZzdi
Don Chezina,reggaeton,cancion,Boombastik,2013,34eE6pTafxXzwufCrftpO7
Trez3,reggaeton,cancion,Dinamita,2013,6TlYcOHa33YVvQK6zX12hQ
Anonimus,reggaeton,cancion,Lara Mercy,2013,14FWFSJbM9espcEJU8tjSw
Jutha & Small,reggaeton,cancion,Agua la Boca,2013,7l7aLEJu6cPKFFSlxHcbP0
Don Chezina,reggaeton,cancion,Loba (feat. Sheeno El Sensei),2013,7H3xO5z51QCkItpUnLIt34
Eyci and Cody,reggaeton,cancion,Amor en Silencio,2013,2ekMYQmF8Q3uAahQyiQVZe
Guelo Star,reggaeton,cancion,Home Alone,2013,5NT1CsMWA7OVAcAfcctcYZ
Anonimus,reggaeton,cancion,Matando el Deseo,2013,2pirPERbem6HrjfgbHxKvG
Magic Juan,reggaeton,cancion,Nadie Como Tú - EDM Club Edit,2013,4izepcrbmFUhvgJLkixX3Q
Don Chezina,reggaeton,cancion,Pa Tras Boom Boom,2013,2hTcHrIji8rB2rImzMdrLn
David Versailles,reggaeton,cancion,Ya No Lloro - Zakary Remix,2013,6R5zespnZpwFFxgoInhRsp
Don Chezina,reggaeton,cancion,Patabajo,2013,28CbkOTsZHnkxgPwHLOT2A
Wiso G,reggaeton,cancion,Histerica,2013,5ycAiCwtSHUmVxjccjYuza
Yelsid,reggaeton,cancion,Sabroso,2013,2MgI1m5aDrw2QyLzMtkf1Y
Enghel,reggaeton,cancion,Creo Que Me Enamoré,2013,5NF9fexPeFE2jv9VQik4KH
Klasico,reggaeton,cancion,"Mucho Flow (feat. Persa La Voz, Yoseph, Paul Diaz, Anonimus, Jhonny Ou & Che)",2013,6IxbCH3QKcVQ4oq7Weicc6
K&D,reggaeton,cancion,Fuego,2013,3nAfjDqcVvEwXfJ404oSXD
DJ Nelson,reggaeton,cancion,Pa Las Mujeres Latinas,2013,73cJGJOeaVoo9jfszsHTB4
Magnate,reggaeton,cancion,Con los 2 a la Vez (Censured),2013,6af0eb8Nw88uFxwFlIkeab
DJ Nelson,reggaeton,cancion,Lissete (Remix),2013,4lE436tV6rk1Yg4wxyqev4
Magic Juan,reggaeton,cancion,Nadie Como Tú - EDM Radio Version,2013,6eTwz1dzP0m2p9BT2NOTSc
Don Chezina,reggaeton,cancion,Que Tienes,2013,2PHh3MBSWZFtRPVFypJUgu
Enghel,reggaeton,cancion,Se Busca Novia (Merengue Urbano Version),2013,1mlDWIU8yN7CVfw1Dzo1F0
Anonimus,reggaeton,cancion,Que Nos Paso,2013,75myDfJrz2RbbImfytR9L2
Jutha & Small,reggaeton,cancion,Agua la Boca,2013,1ktjTcgcaZHbyVa1EEAuLb
Magic Juan,reggaeton,cancion,Nadie Como Tú - Mambo Version,2013,1upmuPjxyEUHzITlwH83TA
The Noise,reggaeton,cancion,Inconscio,2013,3GXjIGYGzhiu2Nqb6RSzod
Andino,reggaeton,cancion,Bailemos (Re Mix) [feat. Franco El Gorilla],2014,4prit8QjbYSkVcdXvxLA4W
Oma 206,reggaeton,cancion,Amor del Bueno,2014,3SBB1hw6ESHHijrUwteJL8
Habacuc Threeseven,reggaeton,cancion,Interludio,2014,29RlkyRTGOl2xaoZwiPANW
Habacuc Threeseven,reggaeton,cancion,Vuelve a Empezar,2014,4KvgGwZpn7TePGO09a1OgI
Yandel,reggaeton,cancion,Fallaron - Commentary,2014,2IVX8iJLjv3OAMNWi6QYpF
Xavi The Destroyer,reggaeton,cancion,Parranda de Navidad,2014,3mD4TbHlILsqhLlCKUqC2u
Jonathan Moly,reggaeton,cancion,Piensa En Mi,2014,7MKqNlTfH0aTlmEK6iPPzx
Chriss Romel,reggaeton,cancion,Tu Estas Aqui,2014,5zsp2Ay065n3syPT6Vdl6x
Doble D,reggaeton,cancion,Besos Chiquitos,2014,4usGqdgvKSXIw05uwX3pz9
Perreke,reggaeton,cancion,Ella No Se Quita,2014,2HzTSlFzjV84xNay1WUQoh
Andino,reggaeton,cancion,Bailemos,2014,0eh4VM6axyesDzFCMhjPY0
Randy Glock,reggaeton,cancion,Lady Glock,2014,1kajUHECNhsxhXKH7ueHoF
Fran C,reggaeton,cancion,Ella Sola Se Entrega,2014,0shDskeYMSZ5624ijCJjrR
Habacuc Threeseven,reggaeton,cancion,Outro,2014,0N4YAVyFGgHfFK6x53fgf9
Marielle,reggaeton,cancion,Controvento,2014,6ntE5U2ZKibcofF7iQIYwg
Tempo,reggaeton,cancion,Brindemos por las Locas,2014,1OGYFuLMVo711sFcQzt34n
Jay y el Punto,reggaeton,cancion,Mas Que a Mi,2014,1dD4Nw4qbOPMxJyt7CTmUF
Guelo Star,reggaeton,cancion,Todas Fuman,2014,2wr4Hi6WImDyFCVAJZLjad
Habacuc Threeseven,reggaeton,cancion,Interludio,2014,34Oq0hL9p7nGHdnpxTGzCU
Chriss Romel,reggaeton,cancion,Fiesta Espiritual,2014,37QVvKtA1P6LVK6ZxYEm08
Gigolo,reggaeton,cancion,"Mama, I'm Sorry (feat. Gangsta Loc, Postman, Lady Felony)",2014,4juorzV48p2ZU52LSarp5j
Doble D,reggaeton,cancion,Dinamita,2014,2NV1ucYl8H6WNi4YtBTKy3
David L,reggaeton,cancion,Where Are U Now,2014,4OKirsMCCuCwBnanQfYRCh
Chriss Romel,reggaeton,cancion,Maniatico 2,2014,4IjKrdRvjqkXgEBPPEpMlH
Fran C,reggaeton,cancion,Yo Te Quiero Ver,2014,0ZNxCgHZaq6qupYRxwZVYU
Corban Urban,reggaeton,cancion,Tiburón,2014,0dOxQAIJAPjj4wSkWtCJ2W
Perreke,reggaeton,cancion,Sin Ropa,2014,07MKblVrinTgTBE9pnoEFa
Fran C,reggaeton,cancion,Privado Me Llama,2014,0SJqZGgIKs1qABboLdq88s
Doble D,reggaeton,cancion,Imposible,2014,2btnDRfmFVQm78O6Q0gAaK
Don Latino,reggaeton,cancion,Tuku Taka - Remix,2014,5xiHRwTo3PiPjMg62oaJjL
Migue Flow,reggaeton,cancion,Entre Tu Y Yo (feat. Paola),2014,22mLIitxn6FuRuHoandjbz
Guelo Star,reggaeton,cancion,Maldita Suerte (feat. El Viejo Guelo),2014,184B46aEaMtIy029RqKEGw
Perreke,reggaeton,cancion,Pensando,2014,6ARxKGi7ImTnuRGyunWPI9
Fran C,reggaeton,cancion,Y Yo y Tu Amiga,2014,3MzxMGhbQwDaU9DgDiarMf
Big Boy,reggaeton,cancion,Mama Don't Cry - Original Mix,2014,2y1fK2ouxzuJpNeDzU2KGm
Doble D,reggaeton,cancion,Sin Perder la Fe,2014,490VmZrVBypTLE6QWDuWcp
Jiggy Drama,reggaeton,cancion,La Kalle - Soundtrack Petecuy,2014,3QrK4dTRDfFRYJENU0Ze19
Habacuc Threeseven,reggaeton,cancion,Sin Ti,2014,0qMlbXUfLmHBVGRh1CWffk
Sniper SP,reggaeton,cancion,Rompan el Piso - (Bonus Track),2014,6q5ijvS0wgnpBdP9YMQhDO
Doble D,reggaeton,cancion,Yo y Mi Flow,2014,5aQWU4wA3cNEaXIFQCCrls
Habacuc Threeseven,reggaeton,cancion,Búscalo,2014,70j52zPFk6CxjM6riG4ZqA
Maicol y Manuel,reggaeton,cancion,Le Hago un Bebe,2014,6IRV96HVitDSnAOv8FysFL
Nova,reggaeton,cancion,Secret Santa,2014,1RzcA268iDKjSS2xP7BaWE
Vico C,reggaeton,cancion,Que Cante la Esperanza,2014,2FrzBQ5b5oW6aQsLQu5Abp
Chriss Romel,reggaeton,cancion,Fama Lana y Dama,2014,7fj03IUC9W7TpCqccNZ1Dy
Prynce el Armamento,reggaeton,cancion,Come Callao,2014,35xKRvD8ayksRUh09G4veu
Elias Diaz,reggaeton,cancion,Tengo Amor Que Dar - Sergio Deejay Remix,2014,33BVJMtmzRrbs0l1RMDw8h
Artista Rosario,reggaeton,cancion,Si No Es Conmigo (feat. Abigail)(Dance latin Mix),2014,3ZvGsj105QqTbLaLKlCBGc
Baby Rasta,reggaeton,cancion,Capturo,2014,3EJKjQyYFy6EGOTfzqJSLG
Gigolo,reggaeton,cancion,Gangsta (feat. Cino),2014,6isS1bL8SyTa5kGvSG6Jmc
Jiggy Drama,reggaeton,cancion,La Kalle - Soundtrack Petecuy,2014,3QrK4dTRDfFRYJENU0Ze19
Habacuc Threeseven,reggaeton,cancion,Va a Pasar 2.0,2014,2N0X3Azf2oDJFOh1bxh42i
Perreke,reggaeton,cancion,Bailando Solita,2014,7zEjkeu4Kd6jubif8AsT0N
Habacuc Threeseven,reggaeton,cancion,Búscalo,2014,6h1GeOrzi0RBnelpoiZ3FY
Baby Rasta,reggaeton,cancion,Toma Nena,2014,2zYch5PZ8FOo8nIzj6uL6l
Banda Punto de Encuentro,reggaeton,cancion,Aquí Está Mi Vida (Remix) [feat. DJ James],2014,3XZi77y85OQa5lHtxydpb6
Corban Urban,reggaeton,cancion,Intro,2014,50DuxQiTvpvZgIRk3v1esn
Fran C,reggaeton,cancion,Ella Fuma Conmigo,2014,7rUdUlbzhSiC6u2tLSqbnv
Andino,reggaeton,cancion,Bailemos,2014,0eh4VM6axyesDzFCMhjPY0
Prynce el Armamento,reggaeton,cancion,Come Callao,2014,35xKRvD8ayksRUh09G4veu
Habacuc Threeseven,reggaeton,cancion,Vive Contento,2014,18wA0Wvi3sspl77VNc8Hmw
Fran C,reggaeton,cancion,Doble Personalidad,2014,105T1XbQ9d6acziVlaxvAP
David L,reggaeton,cancion,Where Are U Now,2014,4OKirsMCCuCwBnanQfYRCh
Chriss Romel,reggaeton,cancion,Fama Lana y Dama,2014,7fj03IUC9W7TpCqccNZ1Dy
Yan El Diverso,reggaeton,cancion,Clasico,2014,5mzQfR2VwRH98KWwFhWCdj
Jay y el Punto,reggaeton,cancion,Bye Bye - Remix,2014,6WmHp94BusObrgzVT93rQK
Habacuc Threeseven,reggaeton,cancion,Outro,2014,240pflZB84BYEeD9pq2i2Z
Golpe a Golpe,reggaeton,cancion,Hagamos el Amor Bailando,2014,7sPPk75BOGcTVaXtZOGlKP
Chriss Romel,reggaeton,cancion,Ella Quiere Rumba,2014,5ZsyNj1Fcu9yqFJTVbPVCE
Habacuc Threeseven,reggaeton,cancion,Vencedores,2014,6zakFxmh3lNGMrzebAO7mZ
Chriss Romel,reggaeton,cancion,Una Oportunidad,2014,0TvP0KQsOW12uvfxK9uLuL
Andy Boy,reggaeton,cancion,Incorregible,2014,6N4vXso4y1siI5oOg65enU
Fran C,reggaeton,cancion,Y Yo y Tu Amiga,2014,3MzxMGhbQwDaU9DgDiarMf
Habacuc Threeseven,reggaeton,cancion,Vuelve a Empezar,2014,0OrhUQZgz7HbROEou7f5UW
Magic Juan,reggaeton,cancion,La Inocente,2014,7FOUAMryllLhkRrPJhbOUJ
Fran C,reggaeton,cancion,Lento,2014,0xkJtRZheRdqoe3B5TjeZs
Perreke,reggaeton,cancion,Ay Amor,2014,4CRDhEBinrEbEtHytY5pBV
Joey Montana,reggaeton,cancion,Latino Stand Up,2014,3sGjhZclYE1ghMl9qdqdQE
Elias Diaz,reggaeton,cancion,Tengo Amor Para Dar - Radio Edit,2014,2vFZKbpApr5GFZlPWsN78H
Corban Urban,reggaeton,cancion,En Su Presencia,2014,3MnCi38SQKsWkf4zynavuF
Habacuc Threeseven,reggaeton,cancion,Síguelo,2014,6D2mPEeGgwpszd0eGzBudx
Habacuc Threeseven,reggaeton,cancion,Vencedores,2014,7ABUzcl2yb0LtcNeW4bNLM
Jay y el Punto,reggaeton,cancion,Aventura,2014,7qK9TzO35OK1kM6hpmHcVF
Perreke,reggaeton,cancion,La Makinaria,2014,6Kp6K2qfBS67VRJA43DKEo
Doble D,reggaeton,cancion,Manos Arriba,2014,0e0EWoer4rjIQW75oGJf0d
Habacuc Threeseven,reggaeton,cancion,[Cristo Vive] (Bonus Track),2014,3yS8BlmLMTLqbpFmPExGIr
Habacuc Threeseven,reggaeton,cancion,Levántate,2014,3CbFHc1MEymeN0VyWAyZGj
Migue Flow,reggaeton,cancion,Entre Tu Y Yo (feat. Paola),2014,22mLIitxn6FuRuHoandjbz
Fran C,reggaeton,cancion,Perreo Fresh,2014,4twgrmcV7LHHo5AdsPRzT4
Doble D,reggaeton,cancion,Loca,2014,6mMwagRGDGqkqwr8ATRdal
Fran C,reggaeton,cancion,Y No Lo Puedo Creer,2014,3LAhXkasGlc7zFWFxcBkOy
Chriss Romel,reggaeton,cancion,Desde el Amanecer,2014,1UTvrwWcABcy0NlIIv5Ijk
Jay y el Punto,reggaeton,cancion,Amor de Verano,2014,4avPAiQIaE3gzzBIROqybh
Yandel,reggaeton,cancion,La Cama - Commentary,2014,22kBuvmKoosp0RAdSV6kMJ
Corban Urban,reggaeton,cancion,Alabarte,2014,7vHIaYACvYiyzSvP55QqU5
Vico C,reggaeton,cancion,Que Cante la Esperanza,2014,2FrzBQ5b5oW6aQsLQu5Abp
Doble D,reggaeton,cancion,Nadie Te Ama Como Yo,2014,7zWKR1U8dMjFG0KHqdvx1S
Fran C,reggaeton,cancion,Ando en la Calle,2014,07zgtW1axqDrq9pCwajJN8
Amaro,reggaeton,cancion,Spot,2014,6w9HjKJteAsqtJl9gridZp
Corban Urban,reggaeton,cancion,Te Fallé,2014,5ymwF3YGVB8CvNP9F0my0O
Oscarcito,reggaeton,cancion,Tumbayé,2015,6EzM2ty7JWQDlU8Pfffpmh
"Galante ""El Emperador""",reggaeton,cancion,El Papel,2015,1ovnzc3poUwaNHwXGPBI86
Farruko,reggaeton,cancion,La Caza Bichotes (feat. Benny Benni),2015,0VsHFZ4KmKCsqBgKaGdQ40
Guelo Star,reggaeton,cancion,Quitate la Ropa,2015,0A8fy46PEOxwbGiuZAFu1S
Benny Benni,reggaeton,cancion,Bellaco Vs. Maliante,2015,1GJiLKcoHFX1zsTFhLjtoC
"Galante ""El Emperador""",reggaeton,cancion,No Me Deja,2015,11ngVIsZSfvYyosA1n2STu
"Galante ""El Emperador""",reggaeton,cancion,Gata Pistola,2015,1E9AjPtlusUAyKkmRsDqUc
Gustavo Elis,reggaeton,cancion,Un Recuerdo,2015,31PkyrfjVoo8aywqCgF7pk
Gustavo Elis,reggaeton,cancion,Solo Eres Tú,2015,5uvaTeXRvsJg1LGS8pVgDW
Ugo Angelito,reggaeton,cancion,Perreo del Puro (feat. JQ & Michael),2015,1z6BE1YlZhWUz2v87cFBdH
Ivy Queen,reggaeton,cancion,Más Feliz Así - Bachata,2015,5cdkceyMreiPtTSsZc2UnS
Gustavo Elis,reggaeton,cancion,Yo Te Gusto,2015,7iEXe54w0OdmPoAM7gjFD7
"Galante ""El Emperador""",reggaeton,cancion,En el Silencio,2015,1WSxOu1EwJXqoPnKrBiczs
Jiggy Drama,reggaeton,cancion,Spanglish,2015,1YlgPMIW68on67b4fdgSLf
Tempo,reggaeton,cancion,Respeto,2015,1ZKeoaayZ72hz5dJwJiUd6
Gigolo,reggaeton,cancion,Derroche,2015,4L0jAtBzbhXNWRVXcC0btA
Oma 206,reggaeton,cancion,Dale,2015,3HyVzlEtbLnn2Kte1F9zl8
Ivy Queen,reggaeton,cancion,Dónde,2015,01EPYtFLFp9uL3XGKN5b2G
Daddy Yankee,reggaeton,cancion,Que Se Mueran De Envidia - Remix - with Daddy Yankee,2015,0P4WpdkZrV4rlYy9Sler1y
J Balvin,reggaeton,cancion,Busca Otras,2015,3OHzv0AbbEIKZnMo9kfMKN
Artista Rosario,reggaeton,cancion,Aunque Tu,2015,4xWWJReqF300GRtR6P7mNi
Andy Boy,reggaeton,cancion,Mala Maña,2015,7jvilVQxohyauA7LdZDGHP
Jiggy Drama,reggaeton,cancion,Preguntan X Mi,2015,571OKeyS1mGBaERZfCcHEi
Artista Rosario,reggaeton,cancion,Será,2015,2BUxH8e8lcES8UOKyxU8xb
Artista Rosario,reggaeton,cancion,Tu Cuerpo Me Llama,2015,4pLfBuVs1zwoHBj9Y9jWIr
Big Boy,reggaeton,cancion,Dope Boy Money,2015,5xKsjFeGmzTruiGqEiEr68
Henry Mendez,reggaeton,cancion,No Regresa Más,2015,4wCdDNLahhf06Oph32lYHV
Nova,reggaeton,cancion,This Is It - Original Mix,2015,0w2Nfj9zDxFqkYZhwXHlyA
Ivy Queen,reggaeton,cancion,Dime si Valió La Pena - Salsa,2015,5a8nQKT4kGFd3DxzxG3Ewv
Aran One,reggaeton,cancion,Tus Besos,2015,5vh4Ca5bK1UqBWVd5RbG4W
Elio Mafiaboy,reggaeton,cancion,Sintiendo temor,2015,4pXt6rUT0Artyt7RdrEOuG
Elio Mafiaboy,reggaeton,cancion,Saco la corta,2015,46LUj1SjyVwAuWWdaKTb8Y
Ivy Queen,reggaeton,cancion,Un Hombre Bueno - Salsa,2015,2mMyZdlPLAjimJG40GQgcz
Henry Mendez,reggaeton,cancion,Enterprise,2015,01CSNaRRPqU62eIbXSBfFu
Defra,reggaeton,cancion,Sueño Sudamericano,2015,6yg4YSeZWVrWC0S7DzG1n5
"Galante ""El Emperador""",reggaeton,cancion,Desde Antes,2015,4qyBP1QZi35OzwUKXoRK7P
Artista Rosario,reggaeton,cancion,Noche De Caseria,2015,3O1r3WZluarRkjR8l8vboZ
Watussi,reggaeton,cancion,Malunga,2015,12jXwrBIMVYiSKCorJLS7y
Artista Rosario,reggaeton,cancion,International,2015,0edDDJHV0iK15oX2nAnVhW
Elio Mafiaboy,reggaeton,cancion,Te vamos a pillar,2015,71SU3OYgZ8Qn5hHIYJQk6f
Elio Mafiaboy,reggaeton,cancion,Querida vieja,2015,0OjKQ3K85aMIh9Lv0zjNjy
Gustavo Elis,reggaeton,cancion,Recuérdame,2015,49TiuCvufQSFKPcku2YMWR
Gustavo Elis,reggaeton,cancion,Báilame,2015,2OuCdI7H45Y5n3g4lut8xg
Farruko,reggaeton,cancion,Chapa De Callejón - with El Mayor Clasico,2015,6RPswZzgMaAub6Lp41DCoH
"Galante ""El Emperador""",reggaeton,cancion,Algo de Ti,2015,4bsHEY12xwBKb7SRckz9uQ
Jay y el Punto,reggaeton,cancion,Sin Luz,2015,0l1PomwOoW3ufhNrZD7rQ6
Guelo Star,reggaeton,cancion,Todas Fuman,2015,3MMiqsuiz9SuEqxMsmhHdl
Oma 206,reggaeton,cancion,Se la Soba,2015,6jClPm7Gz5KAAHTvmLC6IO
Benny Benni,reggaeton,cancion,Desahogo 2,2015,0fW6ezm70xBJ7gaNKoeSel
"Galante ""El Emperador""",reggaeton,cancion,Te Merezco,2015,2LvIUcQY3g9jXdKQdU9zoF
J Balvin,reggaeton,cancion,Busca Otras,2015,3OHzv0AbbEIKZnMo9kfMKN
Jay y el Punto,reggaeton,cancion,Sin Luz,2015,0l1PomwOoW3ufhNrZD7rQ6
Tempo,reggaeton,cancion,Respeto,2015,1ZKeoaayZ72hz5dJwJiUd6
Jiggy Drama,reggaeton,cancion,Preguntan X Mi,2015,571OKeyS1mGBaERZfCcHEi
Nova,reggaeton,cancion,10 August - Original Mix,2015,5yycmemrlZCL5RnvrPeYgt
Elio Mafiaboy,reggaeton,cancion,Sintiendo temor,2015,4pXt6rUT0Artyt7RdrEOuG
Jiggy Drama,reggaeton,cancion,WTF,2015,3fgZqJkol4QKzx9xipQfpj
"Galante ""El Emperador""",reggaeton,cancion,Party de Solteras,2015,7GPDazZrXnY55Bs2B0WK8H
Sixto Rein,reggaeton,cancion,Le Queda Bien - Extended Version,2015,7dXt44qfMchpetgjvWelYD
Jay y el Punto,reggaeton,cancion,Más Que a Mí - Pop,2015,40yxGuFRKqd4vChzyXwKCL
Artista Rosario,reggaeton,cancion,Será,2015,2BUxH8e8lcES8UOKyxU8xb
Jaydan,reggaeton,cancion,Nada Me Separa,2015,5jghJBKIQoRHEGjIXdNVFm
Oma 206,reggaeton,cancion,Se la Soba,2015,6jClPm7Gz5KAAHTvmLC6IO
Elio Mafiaboy,reggaeton,cancion,Tengo la plastic,2015,2aF9lzw8iB0PyEPIQiSSWM
Jay y el Punto,reggaeton,cancion,La Soledad,2015,6TljHas7OBbfXsmZHs8san
Elio Mafiaboy,reggaeton,cancion,Querida vieja,2015,0OjKQ3K85aMIh9Lv0zjNjy
Jay y el Punto,reggaeton,cancion,Bye Bye - Merengue,2015,73i9jKSohSG2oE4LvTYjxf
Big Metra,reggaeton,cancion,Los Autenti-K.O.s,2015,155Rbs4jc97pV0MgaHY0km
Gigolo,reggaeton,cancion,Se Siente Sola Hoy,2015,2NfAGoEM9PgNzAyh27z53W
Trez3,reggaeton,cancion,Búmeran - Mambo Remix,2015,39XFM63b9CX4HME0307Lwt
Aran One,reggaeton,cancion,Tus Besos,2015,5vh4Ca5bK1UqBWVd5RbG4W
Kavelo Y No Drama,reggaeton,cancion,Wild - Remix,2015,1cORkPbkIPS6ljBwZndh62
Gustavo Elis,reggaeton,cancion,Yo Te Gusto,2015,7iEXe54w0OdmPoAM7gjFD7
Artista Rosario,reggaeton,cancion,La Vida Es Una Sola,2015,69kB1clBCo5MtoxagKOvJM
"Galante ""El Emperador""",reggaeton,cancion,Infieles,2015,2z9ABMnnlPzpGicU0Wknnx
Gigolo,reggaeton,cancion,Tu Me Lastimas,2015,1IWT179krZnZazVUym6zhk
Ivy Queen,reggaeton,cancion,Se me Vuelve a Olvidar - Salsa,2015,6tpOTIQPAVOeWImEgAeLrw
Ivy Queen,reggaeton,cancion,Ver Tu Fin - Hip Hop,2015,65xMdiEDqISOUJQeZLhH08
Jay y el Punto,reggaeton,cancion,Te Amo,2015,5l1M5NxYg3ojKMikwX94qc
Amaro,reggaeton,cancion,Dime que Sí,2015,3Ie5UY4rvz1p6VT4O1dNcc
Gigolo,reggaeton,cancion,Regresa a Mi,2015,3o7KyDorLBZNnjW1zZ1NeM
Farruko,reggaeton,cancion,Chapa De Callejón - with El Mayor Clasico,2015,6RPswZzgMaAub6Lp41DCoH
Ugo Angelito,reggaeton,cancion,Mi Chavo,2015,5OcOPakbUsOFGqKvxI0OMT
David Versailles,reggaeton,cancion,Me Tienes Loco,2015,7dPZsLXL8GCYRzbydKpEpS
Amaro,reggaeton,cancion,En el V.I.P,2015,28p5VWbhOc3giUs0n4rj7N
Guelo Star,reggaeton,cancion,El Dueño del Rastrilleo,2015,6HqraNw2liO37f3uwcJwl2
Gigolo,reggaeton,cancion,La Humanidad,2015,6OWfBSBazDHbK6RqMr7gIv
Gustavo Elis,reggaeton,cancion,Si Te Tengo Aquí,2015,0wpYxxxl4pixrVpTTse6rF
Jay y el Punto,reggaeton,cancion,Navidad,2015,0fjCx0XOdIZATFmvufLO3H
Oma 206,reggaeton,cancion,Fuego,2015,3kdnDI0sOc7P0yYPBGpfsG
Watussi,reggaeton,cancion,Mami Dimelo,2015,1QYUStx6CfrL1m5zR6JFEs
Trez3,reggaeton,cancion,Nadie Es Profeta en Su Tierra,2015,5fzjv4MlXz9oCcU72hSx1G
Andy Boy,reggaeton,cancion,Una Noche Más,2015,2Sb6roNP9eIBSnr72rVO6S
Jay y el Punto,reggaeton,cancion,Me Gusta Su Hermana,2015,64iMnf6bvM3FzjETADkokD
Big Metra,reggaeton,cancion,Exito No Fama,2015,3z0ZJLAh1R9gdDWIsTyr9Y
Gigolo,reggaeton,cancion,Tengo a Mi Amor Guardada,2015,6c51xOVOg8Hl2vjuCe2Fmv
Oma 206,reggaeton,cancion,Estoy Mejor Sin Ti (Pop Version),2015,1MUIDjxL5SMWm24JRqM10H
Gigolo,reggaeton,cancion,Just a Gigolo,2015,35kgoMZTDx0XVc2XyjH6XL
Ivy Queen,reggaeton,cancion,Dime La Verdad - Bachata,2015,13zRSPAoZRMSbDS8Zv3Tpg
Gustavo Elis,reggaeton,cancion,Un Recuerdo,2015,4g6Ziq2EKobF9IAdbJmEnO
Wisin,reggaeton,cancion,Corazón Acelerao,2016,6ZxK0ZJjvdhfzVpvXsJizU
Xriz,reggaeton,cancion,Mi corazón (feat. Buxxi),2016,6l2SvCjbLoDvOxoaaFv6He
John Jay,reggaeton,cancion,Rap Father,2016,2CVuG060bYWkMgXixnCbPS
Jetson El Super,reggaeton,cancion,Fuistes Único (feat. Linze & Lennix),2016,0gztjS98YThmGCAZvWBf20
Andy Boy,reggaeton,cancion,Arriésgate,2016,3aSCIduJT7wNdIt3INAUdW
"Nova ""La Amenaza""",reggaeton,cancion,Freestyle,2016,1cPoUxhVzr68Guq4t1tSWj
Gabo El De La Comision,reggaeton,cancion,137 Barras,2016,4ivr95rLT74TUIHpWWHT7b
Jay Ef,reggaeton,cancion,No Te Hagas,2016,6H8hmrkV7gNMihUppRdu3n
Andy G,reggaeton,cancion,Amor de Mi Vida,2016,1Tm6VxnQZ2WjegmfuJVdEA
Andy Boy,reggaeton,cancion,Mala Maña,2016,7dgx0b2Euga0H6y5XYtpSY
area3,reggaeton,cancion,Ella No Quiere Na' De Nada,2016,62Cio3ELZBiDKyS0J2e013
DJ Kadel,reggaeton,cancion,Seras Mia,2016,1Iqau4PyKlN7Ygk4yZvZ7O
Andy Boy,reggaeton,cancion,En la Mía,2016,30OLGN2tR5jXvdwxhWZcr3
"Beltito ""Esta En El Beat""",reggaeton,cancion,Anecdotas,2016,2LrJKSizLWPtnRTnHAGFa1
Reykon,reggaeton,cancion,El Error (feat. Zion & Lennox) - Remix,2016,4SuSXXiGo2CLxVfdSDStEr
Alexander DJ,reggaeton,cancion,Cuando Salga El Sol,2016,4z8Q7U8FRVePNtF1YzhqtO
"Beltito ""Esta En El Beat""",reggaeton,cancion,Polos Opuestos,2016,38711TN6paBrQyMdwvjb1q
area3,reggaeton,cancion,El Verdadero Mambo - Original Mix,2016,2roih9h9Kut3pzKkw9UzJR
Guelo Star,reggaeton,cancion,Domina las Posiciones,2016,2qdLb2NrwEgrwhw2QuQVCL
Camileazy,reggaeton,cancion,Se Fue,2016,1JT1zItZauCntr4wIGe83R
Sniper SP,reggaeton,cancion,Tio Franklin,2016,1JXFof9WdWVWWJo19HaFdG
Sashi,reggaeton,cancion,Deseo,2016,5vSBNq9uKos0z6V0Plx7Ge
Camileazy,reggaeton,cancion,Cualquiera,2016,4wDjMkw3VBNYIcuUspSXzT
Andy Boy,reggaeton,cancion,Tírate un Paso,2016,11z8mHH4Cd7vA4jFuAHcsa
Sniper SP,reggaeton,cancion,Ready Pal Problema (feat. Dbaby),2016,0BYBxwxIXEjrRwHo25Gmi3
Raykel,reggaeton,cancion,Incomparable,2016,5P2Z7lVDZGHpakKGcBpnOO
Mackie,reggaeton,cancion,Repeat,2016,2KzSWt3eWZFg6Tgjpv1d6J
Gustavo Elis,reggaeton,cancion,Mujer de Mi Vida,2016,5rdZg07QYu3zQP8oIarDt0
Ian the Young Rich Boy,reggaeton,cancion,Dime Beba,2016,2WNYPWMbyZUurtBmGoASJY
DJ Nelson,reggaeton,cancion,Estás Aquí,2016,7ArX8O0nGEZNn8tGkF6MyY
John Hidalgo,reggaeton,cancion,Tiempos de Antes,2016,4Ghso45MIog5rpMOxndEPu
Cheka,reggaeton,cancion,Ahi,2016,4pg862CnXwm4uvTbYKayjI
