artista,genero_musical,tipo,nombre,año_lanzamiento,id
Point Blank,rap,cancion,Beat It - Original Mix,2012,0ZnlonvZE5GKw2LWN85765
Shintoma,rap,cancion,Intro - Arcoiris,2012,5jy011Z51Hy4GXWpm2kWmK
985,rap,cancion,Bodas' Mandana,2012,0j1DodO1diyDmEbC19tbvx
Cousin Fik,rap,cancion,Fonkin' (feat. Mistah Fab & Show Banga),2012,0VdOSWxr2fmkTa2ZGuQiUR
HD,rap,cancion,Chicken (feat. Hen Sippa & 600BJ),2012,7KD0YzC995P0AXRDsjcc5O
Wuilldafriqq,rap,cancion,Mientras Tanto,2012,2NUGOsHjnyWpiLC6dLEbf0
Olive Oil,rap,cancion,Hell Hello berlin,2012,5r3H5eGcXDfXOwkSu1fnDR
Babel-Ish,rap,cancion,Never Let You Go - Extended Mix,2012,3TC8dM7eWNEGnSionXjQJI
Frescolate,rap,cancion,No Podran,2012,3rTD4lZfVWdCdXrjwvfJln
Friday Da 13th,rap,cancion,Soon It Will Be Done,2012,56LOuUkk7GEjfEK6v3XldF
K-Lib Mapou,rap,cancion,Mes Tourments (Deluxe),2012,0OziMT58NTJtODmdCz9MGU
Young Buck,rap,cancion,808,2012,2DXDtgQTIYep7eTAuxjum7
KD,rap,cancion,On the West Side,2012,2OL2fdyOItOdTVQmHzlHqr
KD,rap,cancion,Tuskegee Airmen,2012,6QnSEUxK26QAHBb6QnA170
Izumi Makura,rap,cancion,Musukari - Quviokal Remix,2012,7s6oMHQynWxR8QowH1jYL4
Beanie Sigel,rap,cancion,I Go Off,2012,6FiA74YKzHg6iTdsKAdxiD
ScholarMan,rap,cancion,Sandy Toes,2012,0J7DU39FAUevksDxssj7oO
Młody,rap,cancion,Miło Się Poznać,2012,06YwnpDd85CMFlXUYtTTFl
Frost,rap,cancion,Coming To My Room - Vocal Version,2012,66PJv3vkhEv4BZAi3kSfra
Conejo,rap,cancion,In These Times,2012,55TzGqNC5DmLBUWPoqNw0g
Lil Trill,rap,cancion,Solo,2012,4vL5hTEfYZ6kSLsKyDzISu
Lírico,rap,cancion,Gran Torino,2013,42GInUz1Hb1I19GQYFMSff
Mike Posner,rap,cancion,Cooler Than Me - Single Mix,2013,0LKtlgA9ayPc8t1NE0kmtt
Los Chicos de la Lluvia,rap,cancion,Los pies en el suelo,2013,1SImpAzbPN5YT5dqHaXrKo
dj honda,rap,cancion,I Need More,2013,0gs8NWK0FQHtVJfVXyX3dI
Lil' Keke,rap,cancion,It’s Going Down,2013,3AMLa2SeXmsoy6aDfX1XP1
Yakenohara,rap,cancion,HELTER-SKELTER,2013,0u6OThQriHf4SfFPSh1BLK
Swishahouse,rap,cancion,Bounce,2013,5ROa5D2sTt22bMd7Jys4T5
Juancer El Bastardo,rap,cancion,Musa Expiatoria,2013,3b78GhcqNZcFF97hqyI64O
Ace Hood,rap,cancion,How I'm Raised,2013,6eU8HlayuWo1bUPlYnZxYo
Colt Ford,rap,cancion,Never Thought,2013,6hI8UWRiHGHaKG5YmNssNp
Lil' Keke,rap,cancion,Talk Like Money,2013,3EjVSQYfKuNyHyCnPZyiSq
Colt Ford,rap,cancion,Tailgate,2013,0PX1qVDDgGNIhNz4dqVGaf
Eric El Nino,rap,cancion,La Escuela de los Micros Feos,2013,1qtLfFL5yOO76tqT5ujAX1
HD,rap,cancion,Representin '06,2013,6eSMQf3KbbWpaKSQDcKMVo
FILL,rap,cancion,Rimador do Interior,2013,29ae4Os28W4L0hDfRRKYfj
Proper Dos,rap,cancion,We Run This Mutha (Feat. Royal T),2013,1T8UisIp7yC8RuLXuShQSw
Leyruk,rap,cancion,Soy,2013,61MqzXMx4n37a23Z5u4Ylg
MC Magic,rap,cancion,I Am Your Man,2013,4DZNCXeZisnJl9TSfn7qgW
Muthahupa,rap,cancion,Mi Vida en Zoom,2013,5zcZB8u0VdCnq5yZfpVO6w
Swishahouse,rap,cancion,Cheese n Dope,2013,1m7cRMbf8rftB79DKHzFAw
Bobi Bozman,rap,cancion,Los Demas,2013,62Ab5DAWgEV6em33lJ6FFK
OG Don Diego,rap,cancion,Lookin For Me One (feat. Shaaron Sharee),2013,1uzqeYRXgcYHRfnSL52Wjh
Mr. Lil One,rap,cancion,Everday We Grow,2013,6Uh6mqRmhz6e7BPR9HJ6Px
GT Garza,rap,cancion,Murda Murda,2013,1O6YRt4Vh7uNVxLmgivLHF
Rich Homie Quan,rap,cancion,Loyalty,2013,27r52hwQRda11r1X0lDGFE
J. Stalin,rap,cancion,F#ck You Part 2,2013,5dVrd6httlN3ekGilLtVzd
Swishahouse,rap,cancion,I Wish,2013,2UVmzJIvVxrBC7w4OoU2u3
Bobi Bozman,rap,cancion,Los Good Times,2013,4lGpBqssWxvKkmCSvuZEpe
Pregadores da Paz,rap,cancion,Atividade a Milhão,2013,4GlW2uOrB4ely0lV8gKs4G
Twang and Round,rap,cancion,Sunday Afternoon,2013,3kby3FluZXlYsXyJcRcxFa
Yak-Mag,rap,cancion,Somos Mega (Remix),2013,4EEDqwTrpSEbsMqgVlUJ3G
Swishahouse,rap,cancion,Happily,2013,2w3Y58SXJufLIvVSj7KtLl
K-Rino,rap,cancion,Ultimate Flow,2013,4YcKhYrGwvszUVkavI9nkl
Swishahouse,rap,cancion,The Times,2013,5QcPEqTbrvoxIO3dg6Bj1e
Swishahouse,rap,cancion,On a Room,2013,1kKaSM1k1Gelipg8T9WfT2
French Montana,rap,cancion,Bust It Open,2013,6ElEVjE241W3yKo9m7jrYk
Rapsta,rap,cancion,Wir schaffen das schon,2013,3HJGxIH9pHhVfVvFsJOQqM
Soldier Hard,rap,cancion,"Redcon-1 & Inf Gang (Bonus Track) [feat. J-Cash, Cell, Hk, Panda, Bq, Nobe, G-Mo, Roman, Stephen Hobbs & Nick Katz]",2013,19pK9Idg70utqGFEt5VQwf
DB Tha General,rap,cancion,Believe me,2013,4HPfKPcYXjSq0UbTGqQlZl
Sissy Nobby,rap,cancion,M.L.D (Move Lika Dog),2013,4bnq9J3qYm08Uf5utxmbYh
Bizzy Bone,rap,cancion,Retaliation,2013,6VdFctrrsCwEdVqDgQ49UC
Pregadores da Paz,rap,cancion,Um Salve Pros Maloka,2013,6giPmdGZBimiU9bAqUybd0
Mook Boy,rap,cancion,Down Low,2013,1MruvprW7EstH0XvTYmfEP
Shady Boy,rap,cancion,Castle in Tha Sky (feat. Irv G),2013,5uAkGaSCuFdiZrgr6T0nck
Philthy Rich,rap,cancion,Let It Go (feat. J. Dom),2013,7GZxcE4r9W6Bisl3m3BSPF
T.Y.,rap,cancion,U Aint Bout (feat. Mistah F.A.B.),2013,2PAvWBQXgGXWbSBmRBtyI0
Swishahouse,rap,cancion,Freestyle 9,2013,1sqzsglUnDTPyZkiFnxhyb
OG Don Diego,rap,cancion,Bruce Wayne AKA J. Reed (BIP) Area 51 Outro,2013,4bh4LS6twXobYVIcxXRAtj
Satrumentalz,rap,cancion,Da Outro,2013,7lZBDLVQcuCX1uWizi0MPk
One-Law,rap,cancion,提灯,2013,2SGgYWsV2otbzfygtXjt1k
Capo Di Capi,rap,cancion,Purpur & Camouflage,2013,2rQdIVpKsw15V1CuyNfo91
Limmitt,rap,cancion,Scheiss uf früehner,2013,4PNJz099kLRleZYcAnh24p
SezNaus,rap,cancion,El despertar,2013,5pv8gRFDGHsksVWf7obQ8d
Mr. Shadow,rap,cancion,Gun To The Sky,2013,2J8f7Gmhk6yHMK9XuRRZOb
Frank V,rap,cancion,For the West Side,2013,7dpOTvI1CYnUSdiASri86U
Fisko23,rap,cancion,Sólo te quiero decir,2013,2GuH3R4wXDawbHlNEXo2Vd
Swishahouse,rap,cancion,Freestyle 7,2013,18Pskfe9EGDiul8c1gYpmh
Kholebeatz,rap,cancion,Propaine Is Back Acapella,2013,1gTnesI8aNlUVCEtlQdwI1
Sensi,rap,cancion,Jihad,2013,6MHcTjhcLqq0In7Y39SYA0
Atitude Feminina,rap,cancion,Eu Sei,2013,66YBcWnJ0cqAw8O9ZezgPz
Swishahouse,rap,cancion,And Then Some,2013,2yNl6Mmeuj1W4ZOV8Ot01S
Refpolk,rap,cancion,Kriegta nix,2013,0YSOGhBqmbZn4iNauQD6ko
Dalai,rap,cancion,I can't go on,2013,65z6KgA0dRaql9ZWjBbBjJ
Thug Brothers,rap,cancion,Mr. Watson (Tv Track),2013,7jJQ2MB6NkumXTwliYmMc2
Los Santaneros,rap,cancion,Aunque Me Cueste la Vida,2013,0FIqd5UdR3EXNX5w00DJ0x
MN MC,rap,cancion,Pra Lá de Bagdá,2013,0nvsbd4sK4svPT3wBrBCVl
Pooh Hefner,rap,cancion,When It Rains (feat. Philthy Rich),2013,438YIhW45S40oW5H1bdU5X
Ron Browz,rap,cancion,Fuk Wrong Witcha Mind (feat. Lantana),2013,06mKgU2p6yCd2c4Ssg7sL5
Rich Homie Quan,rap,cancion,OMG Crazy (feat. Vonte),2013,3T9YP0dAv9ESvwwrsHEDme
fizzytoofab,rap,cancion,High School Girls,2013,1k63pN5iDMCSfMjCAC7N6n
Mista Cain,rap,cancion,Own Lane,2013,1v9ngqlnWvdjaYjQEpkUab
Sonic Junior,rap,cancion,Raga Jazz/U41-42,2013,1ALblVZ8P7VBuSBbl7Dn63
Secreto,rap,cancion,Si No Es,2013,1dQJ2okiEw3BTWQz5sUMbC
Apakalypse,rap,cancion,The Last Star Fighter,2013,2hnrdtmjH2Pf76vamt6gPZ
Hollow Tip,rap,cancion,Song Play,2013,0ZQQKWDmWfTSqe8ZJHxuTs
Avdeling M,rap,cancion,Min Medisin,2013,7LKz2MtaC9UdfyRfmadbvK
DB Tha General,rap,cancion,Ghetto boy,2013,6BvWCcZQmv1uMQTGbBQuKe
Mista Cain,rap,cancion,Whats Happening,2013,21eeI806YNEF4t9rf4DTrY
Mook Boy,rap,cancion,Star 945,2013,0VjwbTKGIuhiwiw66zeE4u
Funky DL,rap,cancion,Pee 1000 - Instrumental,2013,66fb6QHFawgCJDFThJDkn6
Fear Factory,rap,cancion,Scumgrief,2013,7v8l1cj61JwI3tsCroRcSJ
Swishahouse,rap,cancion,None Tonight,2013,7HUzacAvjcNolks4H1ibWg
NORIKIYO,rap,cancion,Ame No Tokyo,2013,5TkmvmTVEIU3Apfvdjcarq
Chill Moody,rap,cancion,Legendary (feat. Suzann Christine),2013,3McDusFkgbcKP6qSdY5mab
Viela 17,rap,cancion,Ao Seu Serviço,2013,0K7Xest1WdE4Xa5mTcJBB7
2 Chainz,rap,cancion,Look at Em,2013,1sXXg1CD7UCVf4NoZMSntL
HD,rap,cancion,61,2013,4bxDnLUfWOOTCXCdmqkehf
Jahbestin,rap,cancion,Boom,2013,0ppOT3gAZEVti38WYfJSWP
Le Sexoflex,rap,cancion,Procrastibate,2013,1gU13VxUuuw2b76rXalFNK
Shane Tripp,rap,cancion,Vinegar,2013,09Oqaq8WlUSaWMiQRwAff3
Mano D Regenerado,rap,cancion,Conflitos da Mente,2013,6huVhABYLJhSIPaG4mzDtQ
Wysoki Lot,rap,cancion,Nieoczekiwana zmiana miejsc,2013,0VDz2x1YHPTs7z7tQHO2Wd
Smylez,rap,cancion,Who You Think You Are,2013,2bvwhX9ixDqa6Gc8Nd0kyf
Cluee,rap,cancion,100 procent,2013,5AA3kxW80DSapOljKuxygS
Gods Little Radio,rap,cancion,Aguanta Presión,2013,13ZHPh71t7Bbqhldm31vZK
Papoose,rap,cancion,Get At Me,2013,6KDunoyunMQhUAuOMb6GsM
Swishahouse,rap,cancion,All the Places,2013,2h97ZqIq19byzyHWONHiuY
Darko Mammana,rap,cancion,Reale Remix - Remix,2013,5bdnMTN76cNO9tmRAnWlM2
GT Garza,rap,cancion,"Pray For Me (feat. Jdawg, Mug)",2013,2qQT9qlnYBbKUNVXzA7eH9
J. Stalin,rap,cancion,The Money Blower,2013,5z0OzggUVvM7jg696B2Q1f
Tutto Vale,rap,cancion,Cut#1,2014,5tYFc3DUgx6PgNLi66OrEP
Veronica Vega,rap,cancion,Wicked,2014,24nD7DD0qqEBToY83JyMge
Time Machine,rap,cancion,Fire,2014,7HtNRjsQ4pv9AiRpZaBCrB
Después De Todo,rap,cancion,Resurrección,2014,0Vg1vfEHFoFFmwWTLR1w9W
Tutto Vale,rap,cancion,Llueve,2014,1ZRvidaklx6cdqtIx2HeCK
Habeas Corpus,rap,cancion,Actitud Libre y Sana,2014,2r9AEX3J9L2HB7Tp9afCEf
Después De Todo,rap,cancion,Perdida En la Eternidad,2014,6O3JG7N7nA1Qo127n1Bige
Rapsodes,rap,cancion,Jazzta B - Rap & Soda 2012,2014,5IEm6Twz62ZE5MoVl6XoPb
Bloodhound Gang,rap,cancion,The Bad Touch,2014,5Tyju5eXkoHpFGzCBUuQY5
Duke Sam,rap,cancion,Perdiendo La Fe,2014,5r9PlSK02xwjK7hJtUqVmr
Jona Alk,rap,cancion,Agosto,2014,2QJKxepXbTexAPOtbO8p2t
Rapsodes,rap,cancion,"Nàixer, créixer i desaparèixer 2011",2014,1cl4czewar2ZNfeDGn48CB
Cano Oasis,rap,cancion,Dolor Propio,2014,2RC60qtNW1o6ycUPb1x6yZ
935,rap,cancion,Hasta Pronto,2014,2ehBWVIBRPseNkXN8FOp92
Ruxe Ruxe,rap,cancion,Habemus Porco (feat. Pandeireteiras Bouba),2014,4eWaPIM5jtZOKkmJjnitTm
Después De Todo,rap,cancion,Hijos de un Dios Menor,2014,1lN8ZihbtuDCsFfM1lxFUZ
Keak Da Sneak,rap,cancion,Baby Momma,2014,2unfkL3lPBZCRvuP5Xasnf
Rapsodes,rap,cancion,Zombie Tour Abuse 2012,2014,52wgNUwRgBQL2sRV8KCGlg
Olli Banjo,rap,cancion,Battlerap,2014,7aiaTBrDJj00IgMi1pI7TC
KAN a.k.a. GAMI,rap,cancion,the first and the last diss song [Acapella],2014,6rr6gPgPxTV3UoOOYoiqeG
Chino,rap,cancion,Gatos de la Ciudad,2014,6PmxBZp3kZYxFBxFsbCtxS
TAL B,rap,cancion,Hollandia,2014,3g4OUcW8Ur2Re4xufvTx85
Gino AlfaOmega,rap,cancion,Mamma Mía,2014,1W9nYbAhV9fvP8A9Hf55SQ
CosaFina,rap,cancion,Nuestra guerra,2014,0FhGL5kP6THTTfAkOflwTF
Big Los,rap,cancion,Tengo Más Soda,2014,4agQ2TK67E5zV7lw5yYMnB
Reação,rap,cancion,Soldadin de Chumbo,2014,6irDg016yblTbAvYDUUq0E
Mr. Lucci,rap,cancion,Lifted - Chopped and Screwed,2014,5BbAhynDdBkR6zJo3i3P3z
Carolyn Rodriguez,rap,cancion,No Plex Flow,2014,2R3L8OVFfYB5ky4keCxMuL
J. Stalin,rap,cancion,Bet It,2014,16tJ2QIAq7TJ3Kv8nHF7Wc
Quilly,rap,cancion,When I Come Around (feat. Every Ave),2014,2Y4oFXvGfqMzQUH8fwKtnD
MJG,rap,cancion,Wake Up (feat. Tmack),2014,1sSdVqYri5WMSep7E8FvSD
Big Flock,rap,cancion,Chiraq,2014,7AkE9Se2gsadbZssJn3NGQ
Muthahupa,rap,cancion,Alguna Vez,2014,74dvuFTgD7FsBSLm7sjAkI
Beeda Weeda,rap,cancion,Wet,2014,76ZBT8m9Y5ggcUo0OIRBHt
Lil' Keke,rap,cancion,This Money Crazy,2014,0NEhHBqrAQQMYputhrfCVp
Young Dro,rap,cancion,I Know,2014,0cyrl3j0cqIS3yzjWY9CW1
Franklin Embry,rap,cancion,Ain't No Doubt About It,2014,1U4PRHsyZSIWrwTFCUTXzr
Jody Breeze,rap,cancion,Cool Ranch,2014,5ZvhOxfhFyA9QpILIGfdJQ
Carolyn Rodriguez,rap,cancion,Back Me Up,2014,0AHuV1009mDRmFuOQwamMu
Sevin,rap,cancion,On My Way (feat. Tiz),2014,5PN3JhCYMV5FRGL8PxOeOi
Coktel Molotov,rap,cancion,Gingadão Style,2014,7wN9x496p8wwcBmI6B0ZOH
Sevin,rap,cancion,Zion (feat. Bizzle & Lavoisier),2014,5z7MbB4vcfXecmRZ0sx8C9
Randee Marsh,rap,cancion,Parece Real,2014,2kHQtcj35ysXJiprGzY45b
Lil' Keke,rap,cancion,That’s Me,2014,7JxVAQJvyzEvq8Ts9rFa0L
The Audible Doctor,rap,cancion,The Winter (Instrumental),2014,6HBVJhIxc7kE8a3Z3TvCWu
Lil June,rap,cancion,She On My Nigga Team,2014,46WzB0PaXcfsFZnNZEJcPL
Spia 104,rap,cancion,MC la Frente Alza,2014,0ZXKifMRB68QRut9z1gLkk
Twin,rap,cancion,Trümmerhaufen - Instrumental,2014,1is8sMaBNp5K84aFYwxce2
Mr. Lucci,rap,cancion,Comin' Hard - Chopped and Screwed,2014,1xII1ybO3CJKxrrv1yH3Yp
Doughbeezy,rap,cancion,Still Smokin',2014,19UytkD5DTk5gSOH4V82Ln
GT Garza,rap,cancion,On My Way,2014,4z7KXW6yyDYHTV9BMutV3t
febb as Young Mason,rap,cancion,The Test - Instrumental,2014,312OXGQEkF89ym2PwZGMnm
Maeckes,rap,cancion,Wasserglas - Charles Owusu Remix,2014,24g4KmbNOOrPWCWQrZ2CjJ
OG Ron C,rap,cancion,Plug,2014,2lMkx8NC0bhFYVTftMg3pS
YH DGC,rap,cancion,How You a YG,2014,1nbDPflKILMSsPEUyP0833
Complexo Radical,rap,cancion,Vários Querem,2014,04wikKuOGeppKL9zXrrAvB
Proceente,rap,cancion,Ostatniej szansy mecz,2014,5c34JVf37u53PAtBXhhDbF
Révolution Urbaine,rap,cancion,Interlude Makiavel,2014,4eYyEqOLQ9Ifj52snzo7D7
Muthahupa,rap,cancion,Nodriza,2014,7hfgYbuzCwahHtWvASKx72
Bexer Big Bastard,rap,cancion,Dillinger,2014,1jEgn5wt5mFZqHh4SzyVxr
GT Garza,rap,cancion,Show em All,2014,3xwFn5f6lvYNbFTzufQB9v
Lightshow,rap,cancion,Four 4'z (feat. Uptown Pacco),2014,0R6ENbJ42d9WyvpTJXHZkM
Uzeck,rap,cancion,Are You Feeling Me,2014,0XpDX5mZtId34Z5u5eaZi4
Ryofu Karuma,rap,cancion,"SEX,DRUG,SKILL,HIP-HOP",2014,7tU2Z6DGdzhY0OehvPJtkD
Pescozada,rap,cancion,En Modo Porno,2014,3ZVwpO0Vx6gWQ6U6C1yB8Y
JT,rap,cancion,RS,2014,04yFewfeTnwyLGRDAyrYKH
Satrumentalz,rap,cancion,This Shoud Be Ok,2014,6bbBONRI9JQOH05PaFYNAD
The Lacs,rap,cancion,Smoke Stack,2014,7DHJzS7tf2fURk2XFZdJFw
Phyno,rap,cancion,Multiply,2014,6DrJgX1EpbUvsQKYDTR8so
Conejo,rap,cancion,Games Fucked Up,2014,0fraJozsYOXF5lnuTDH9do
Viela 17,rap,cancion,Liberdade Financiada,2014,7tpIkzjRSrC0nrholZ3ExJ
Big Chief,rap,cancion,Gotta Believe Me,2014,7dZbm7NV8G8HVvYktTsYs2
Sick Morrison,rap,cancion,Show de Burlesque Presenta a Prax Pills en al Fin Soy Libre,2014,10Oqj9UymLuUW0byAbE6mR
YangYang,rap,cancion,모르나봐,2014,4OVZPGpIXf2rw97K24qCnZ
Família 33,rap,cancion,Inmetro de Bolsa,2014,5r39RVkMr1wzkBrzBSGEzW
Debrouya,rap,cancion,Mouns,2014,6uXWo8HL6PJx4BDS9JOMaG
Beli Remour,rap,cancion,O Outono Que Tanto Fomos (Sala dos Espelhos),2014,5q40lSF3ZM1uPqchVudU1L
Refpolk,rap,cancion,Skit,2014,6goOPqi8QdMENJuheUl4mU
Jerry.K,rap,cancion,Media Talk 140606 (Skit),2014,4OVcbQSqOyjBInMAusXqwu
Roosevelt Diggs,rap,cancion,Do No Harm,2014,2C676iUVsYTYf8qoUGzT89
HD,rap,cancion,"Take It Slow (feat. G-Dirty, Ditty & Lil Rod)",2014,2ojVqeXvIWAoc6g5OIlhmL
Big Chief,rap,cancion,What You Got for Me,2014,66roC0Xka4lE3s0IeuylQh
Walton,rap,cancion,CLR 4 Life,2014,7eGNNYlF7gcq51rpjLfAJJ
HD,rap,cancion,Asset (feat. Hen Sippa),2014,3hoVuHmn8FXW5RA3qYzbcQ
Mr. Pookie,rap,cancion,Comin' Hard - Chopped and Screwed,2014,2MzSeRa5ahZbX5MGWK3TVQ
Rekcahdam,rap,cancion,Ode To A Revelation,2014,0x3lTu7D7DV1xlS5jbJl66
Wooil,rap,cancion,고백 (feat. 최정철),2014,5LurttbqWUp7GTXzJiAW7Q
Show Banga,rap,cancion,Milli,2014,7uDHcjF5MlHpdoXfzbDcb9
Freeway,rap,cancion,Seems Like,2014,2XFJwcPwNnbkoXlFr4uTLC
Mano Cappu,rap,cancion,Maloqueiro,2014,3gVN00batcuDGQPTlFwfxN
GT Garza,rap,cancion,FWM,2014,61WPBwzul1hEV6LNvi2oV6
Skeptic Musica,rap,cancion,No Te Quitas,2014,04uYl86HZtVNoG3R8wEQnU
E.S.G.,rap,cancion,Lady,2014,4HDw799yjBMPzZ6nPU4XBJ
Toddy Mu,rap,cancion,Therapy,2014,0izlhjq1558cgtz7ZAVj4h
Lucky Luciano,rap,cancion,"Walk on Toes (feat. SPM, Goldtoes & Lil Ro)",2014,708HdUQhSkKFQ6av1OagGp
Jhiame,rap,cancion,Real Notice Real,2014,3VGDK6XYbrVfc1DcU6hlp1
Ron Browz,rap,cancion,Street Power 30,2014,3OSqSj4U5p466TMDlm5PTn
Lil Sin,rap,cancion,Lift Me Higher,2014,35Aq6K1zYI8SKWkpoRXij3
C.M.L.,rap,cancion,Im a Pimp,2014,3PB02xZpIlpGX1uounGFfb
Mac Mall,rap,cancion,Ain't Easy Bein' Meezy,2014,1MMAhKYa0jdSf8pGZ0HIH4
Soriano,rap,cancion,Love,2015,6PWGHiM8nHURv4v1PeBzee
Arianna Puello,rap,cancion,Levanta las manos,2015,3v9XjAHTUrmbRLRnE4UNEP
XXL,rap,cancion,H2O,2015,4qUKeCun1urX0dYDpjvrTe
Ruxe Ruxe,rap,cancion,Respiro,2015,6EcudlJQi3Y5IlQf3IkcF0
Subversa,rap,cancion,Crea,2015,6r6pSMacCzK2Gj1wC66fr6
Are el Real,rap,cancion,"Paz Interna, Pt. 3",2015,1KVQNyhdgYRNaa7yQQ6t4y
Nethone,rap,cancion,Seremos Historia - DisSoulve Remix,2015,13l0oVhDXk4vWJcU9oy5qU
Subversa,rap,cancion,Wild World,2015,2SZhlABh1loI7b8PNrFrtp
Jazz Bandana,rap,cancion,La Bendicion,2015,14ccWkZUKu7P7sNeb938nE
Norte Apache,rap,cancion,Satriale's,2015,4lupcwp2jnCmt03gWo5K4S
Soriano,rap,cancion,Ruina en Cómodos Plazos,2015,3rJ4SuuI3oVKpDrAIaMo8k
Are el Real,rap,cancion,Hombres de Palabra,2015,67skhihX633UYkcFjjWbRY
Norte Apache,rap,cancion,Intro,2015,1szRwfWiVm4fZIDaZqxDa6
Soriano,rap,cancion,Dime Tu Por Qué,2015,5cjJZV8yAKSuFtFTm4PCgB
Lasai,rap,cancion,Strictly Ganja,2015,787zzaM1664QzvqpHt7w34
Are el Real,rap,cancion,Dream Team,2015,1mNmbbpkm7mNg1wmd2mree
Subversa,rap,cancion,Tempesta,2015,5VYVaYcqqzNuHJNxUCs7py
Ruxe Ruxe,rap,cancion,Radio Xabral,2015,1EssWHJgQpjiaT5LEId1ea
Shintoma,rap,cancion,Ritmo Roto,2015,7yiyXf63re7SN7TqYzZroV
Soriano,rap,cancion,Fuckin Rude Boyz,2015,3xs5SN8zL0O7OttX7MgfNd
August Alsina,rap,cancion,Been Around The World,2015,6WYwEvrYa9xehx605a70Fl
SyckSyllables,rap,cancion,"So F'n Ill (feat. Cappadonna, Chinch 33 & Eptos)",2015,2GiqtJxwmlShrfk6r3899S
Yelawolf,rap,cancion,Love Story,2015,1ASn5kzWfeIt6oUF94bCS5
Tita Print,rap,cancion,Banderines,2015,3CALcktts7qm5w7KxrpgU0
The Legal Immigrants,rap,cancion,Roses,2015,72nUa2HwHbZPqLxUm7OWBh
Rico Recklezz,rap,cancion,Show out (feat. Bo Deal),2015,4KYggGAs3prYBQOZfFoBlT
Yelawolf,rap,cancion,Fiddle Me This,2015,53Z2YB7UgAZuX7riRrpMjR
Sank,rap,cancion,Ecosistema,2015,1HAvNpU8zpJcWNdQrImo2Z
Jandro,rap,cancion,¿por Qué?,2015,3gbAWsO8xtUkhemoZqCtYp
MT das Ruas,rap,cancion,Aba no Supercilio,2015,3p3jl2JfTjr9nkVYIRUhHa
Mime 871,rap,cancion,Cruces,2015,2svpPdMQKWIDRGDHi7DVJu
Calicoe,rap,cancion,Curtain Call (feat. Ashley Sorrell),2015,1pdaRskOaOLAJNyiFFUhqq
Mouse On Tha Track,rap,cancion,Long Day,2015,0BXmyOssXW0iL0wP1wIQDE
Frank Lini,rap,cancion,Im Me,2015,2xzkupwkBu7MRlzh67eyFs
Lil June,rap,cancion,If I Really Wanted Too,2015,3Igpk3zfwx130Vd2e5ohM8
Muers,rap,cancion,Musica de Cora,2015,6ha3E2YZnr9y9gzvOg8thd
CTS Kamika-Z,rap,cancion,Prepara o Cativeiro,2015,1SANpFrOe5UdA1vJ95LuWQ
Cuete Yeska,rap,cancion,Tears in Your Eyes,2015,2rPvJTIhNIDqkq8VDNU1hQ
Lucky Luciano,rap,cancion,Coca Cola,2015,11LCHP24CWDOLT3Dg4M4dw
OG Ron C,rap,cancion,Read Yo Mind,2015,0FUCu6rFLLr1tpS1F30Cgv
Crasek,rap,cancion,Smell It,2015,1qGR0NZph4gAJ4TXydo0Uu
CTS Kamika-Z,rap,cancion,O Medo e a Revolta,2015,6L7m36yKncSOek6e3CzWfl
Fex Bandollero,rap,cancion,2º a Tua Palavra,2015,5pNSdvy0sZlYA1tVQGmHbU
Baseado Nas Ruas,rap,cancion,Idéias Letais,2015,6TX2BM2S6vJbdrVEFWVPMH
Outer Vibe,rap,cancion,Full Circle,2015,3KWUMN1SSPjLgTtx7a2MnO
MV Bill,rap,cancion,Brado Retumbante (King Kong),2015,2LtW6vxexKTNvMvIzGhV8Y
Família 33,rap,cancion,Na Hora dos Pipoco,2015,3oVfuJpOh2Q5uHro7Qm3Io
Foxx-A-Mill,rap,cancion,Intro Jail Made Me Worst,2015,4RoTXtvGVOrVTg36Y9Chxd
MV Bill,rap,cancion,Mulheres... (Maria da Penha),2015,2e1PNE8Vf4MXg8yJkMkAwt
J-Dawg,rap,cancion,Drank Muzik,2015,5anVLTgG06i0sYIbLz9Jfe
MT das Ruas,rap,cancion,Aba no Supercilio,2015,3p3jl2JfTjr9nkVYIRUhHa
Brabo Gator,rap,cancion,Love Song 2,2015,2KOrLHFnTu7795ljIEROEP
Mime 871,rap,cancion,Cruces,2015,2svpPdMQKWIDRGDHi7DVJu
Big Matt,rap,cancion,Man in the Mirror (Bonus Track),2015,0nVLdvzJPEqfaUf3opctNV
Lucky Luciano,rap,cancion,A Deep Breath,2015,6RE2Pvo9EX1KYx1AtQwNdY
Eldorado Red,rap,cancion,Fishscale,2015,0d2kcKvkzDLlmG0Ltv14vP
L.A Hip Hop,rap,cancion,Mostre o Seu Valor,2015,0uWmzClb6vfaFRoEJTKW4K
G-Val,rap,cancion,Big Dawg,2015,4ElinVU7SR0AjSDmLkuEqN
ChaMane,rap,cancion,20,2015,0hUgm14nDgZh19KO8ezkWF
Turk,rap,cancion,I Can't,2015,3MkZHjBg2XNCYWu3cKODnl
Young Buck,rap,cancion,Reality Check,2015,1ZJHGxqa0bXXYrBVJbVpvv
Vulto.,rap,cancion,Statement,2015,52AZ8tuwwmuGVO6KWVySNk
Nuol,rap,cancion,2 Bottles 2 Rooms,2015,66rkwRIwatLtQzigbNc6AS
RND,rap,cancion,Monte Fujifilm,2015,7bniw4FXYCJfaJpnuqbk9c
